LINEAGE	WHO_LABEL	CONTRIBUTING_LINEAGES	COLOR	variant_category
X	Rekombinant	XBK.1	#F1CE50	VOC
X	Rekombinant	XBL	#F1CE50	VOC
X	Rekombinant	XBL.1	#F1CE50	VOC
X	Rekombinant	XBL.2	#F1CE50	VOC
X	Rekombinant	XBL.3	#F1CE50	VOC
X	Rekombinant	XBL.3.1	#F1CE50	VOC
X	Rekombinant	XBM	#F1CE50	VOC
X	Rekombinant	XBN	#F1CE50	VOC
X	Rekombinant	XBP	#F1CE50	VOC
X	Rekombinant	XBQ	#F1CE50	VOC
X	Rekombinant	XBR	#F1CE50	VOC
X	Rekombinant	XBS	#F1CE50	VOC
X	Rekombinant	XBT	#F1CE50	VOC
X	Rekombinant	XBU	#F1CE50	VOC
X	Rekombinant	XBV	#F1CE50	VOC
X	Rekombinant	XBW	#F1CE50	VOC
X	Rekombinant	XBY	#F1CE50	VOC
X	Rekombinant	XBZ	#F1CE50	VOC
X	Rekombinant	XC	#F1CE50	VOC
X	Rekombinant	XCA	#F1CE50	VOC
X	Rekombinant	XCB	#F1CE50	VOC
X	Rekombinant	XCC	#F1CE50	VOC
X	Rekombinant	XCD	#F1CE50	VOC
X	Rekombinant	XCE	#F1CE50	VOC
X	Rekombinant	XCF	#F1CE50	VOC
X	Rekombinant	XCF.1	#F1CE50	VOC
X	Rekombinant	XCF.2	#F1CE50	VOC
X	Rekombinant	XCG	#F1CE50	VOC
X	Rekombinant	XCH	#F1CE50	VOC
X	Rekombinant	XCH.1	#F1CE50	VOC
X	Rekombinant	XCJ	#F1CE50	VOC
X	Rekombinant	XCK	#F1CE50	VOC
X	Rekombinant	XCL	#F1CE50	VOC
X	Rekombinant	XCM	#F1CE50	VOC
X	Rekombinant	XD	#F1CE50	VOC
X	Rekombinant	XE	#F1CE50	VOC
X	Rekombinant	XF	#F1CE50	VOC
X	Rekombinant	XG	#F1CE50	VOC
X	Rekombinant	XH	#F1CE50	VOC
X	Rekombinant	XJ	#F1CE50	VOC
X	Rekombinant	XK	#F1CE50	VOC
X	Rekombinant	XL	#F1CE50	VOC
X	Rekombinant	XM	#F1CE50	VOC
X	Rekombinant	XN	#F1CE50	VOC
X	Rekombinant	XP	#F1CE50	VOC
X	Rekombinant	XQ	#F1CE50	VOC
X	Rekombinant	XR	#F1CE50	VOC
X	Rekombinant	XS	#F1CE50	VOC
X	Rekombinant	XT	#F1CE50	VOC
X	Rekombinant	XU	#F1CE50	VOC
X	Rekombinant	XV	#F1CE50	VOC
X	Rekombinant	XW	#F1CE50	VOC
X	Rekombinant	XY	#F1CE50	VOC
X	Rekombinant	XZ	#F1CE50	VOC
XBB.1.5	Rekombinant	EK.1	#F1CR35	VOI
XBB.1.5	Rekombinant	EK.2	#F1CR35	VOI
XBB.1.5	Rekombinant	EK.2.1	#F1CR35	VOI
XBB.1.5	Rekombinant	EK.3	#F1CR35	VOI
XBB.1.5	Rekombinant	EK.4	#F1CR35	VOI
XBB.1.5	Rekombinant	EL.1	#F1CR35	VOI
XBB.1.5	Rekombinant	EM.1	#F1CR35	VOI
XBB.1.5	Rekombinant	EU.1	#F1CR35	VOI
XBB.1.5	Rekombinant	EU.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	EU.1.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	EU.1.1.2	#F1CR35	VOI
XBB.1.5	Rekombinant	EU.1.1.3	#F1CR35	VOI
XBB.1.5	Rekombinant	FD.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FD.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FD.2	#F1CR35	VOI
XBB.1.5	Rekombinant	FD.2.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FD.3	#F1CR35	VOI
XBB.1.5	Rekombinant	FD.4	#F1CR35	VOI
XBB.1.5	Rekombinant	FD.4.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FG.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FG.2	#F1CR35	VOI
XBB.1.5	Rekombinant	FG.3	#F1CR35	VOI
XBB.1.5	Rekombinant	FH.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FT.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FT.2	#F1CR35	VOI
XBB.1.5	Rekombinant	FT.3	#F1CR35	VOI
XBB.1.5	Rekombinant	FT.3.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FT.3.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FT.4	#F1CR35	VOI
XBB.1.5	Rekombinant	FZ.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FZ.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	FZ.2	#F1CR35	VOI
XBB.1.5	Rekombinant	GB.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GB.2	#F1CR35	VOI
XBB.1.5	Rekombinant	GC.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GC.2	#F1CR35	VOI
XBB.1.5	Rekombinant	GF.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GG.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.1.2	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.1.3	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.1.4	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.2	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.2.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.2.2	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.3	#F1CR35	VOI
XBB.1.5	Rekombinant	GK.3.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GN.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GN.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GN.2	#F1CR35	VOI
XBB.1.5	Rekombinant	GN.3	#F1CR35	VOI
XBB.1.5	Rekombinant	GN.4	#F1CR35	VOI
XBB.1.5	Rekombinant	GN.5	#F1CR35	VOI
XBB.1.5	Rekombinant	GR.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GU.1	#F1CR35	VOI
XBB.1.5	Rekombinant	GV.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HA.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HA.2	#F1CR35	VOI
XBB.1.5	Rekombinant	HC.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HC.2	#F1CR35	VOI
XBB.1.5	Rekombinant	HD.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HD.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HJ.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HM.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HP.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HP.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HQ.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HR.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HS.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HS.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HT.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HT.2	#F1CR35	VOI
XBB.1.5	Rekombinant	HY.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HZ.1	#F1CR35	VOI
XBB.1.5	Rekombinant	HZ.2	#F1CR35	VOI
XBB.1.5	Rekombinant	HZ.3	#F1CR35	VOI
XBB.1.5	Rekombinant	JB.1	#F1CR35	VOI
XBB.1.5	Rekombinant	JB.2	#F1CR35	VOI
XBB.1.5	Rekombinant	JB.2.1	#F1CR35	VOI
XBB.1.5	Rekombinant	JD.1	#F1CR35	VOI
XBB.1.5	Rekombinant	JD.1.1	#F1CR35	VOI
XBB.1.5	Rekombinant	JD.1.2	#F1CR35	VOI
XBB.1.5	Rekombinant	JK.1	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.1	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.10	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.100	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.101	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.102	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.103	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.104	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.105	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.11	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.12	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.13	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.14	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.15	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.16	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.17	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.18	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.19	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.2	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.20	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.21	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.22	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.23	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.24	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.25	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.26	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.27	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.28	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.29	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.3	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.30	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.31	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.32	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.33	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.34	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.35	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.36	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.37	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.38	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.39	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.4	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.40	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.41	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.42	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.43	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.44	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.45	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.46	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.47	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.48	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.49	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.5	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.50	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.51	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.52	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.53	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.54	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.55	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.56	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.57	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.58	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.59	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.6	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.60	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.61	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.62	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.63	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.64	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.65	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.66	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.67	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.68	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.69	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.7	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.70	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.71	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.72	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.73	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.74	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.75	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.76	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.77	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.78	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.79	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.8	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.80	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.81	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.82	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.83	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.84	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.85	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.86	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.87	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.88	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.89	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.9	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.90	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.91	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.92	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.93	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.94	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.95	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.96	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.97	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.98	#F1CR35	VOI
XBB.1.5	Rekombinant	XBB.1.5.99	#F1CR35	VOI
XBB.1.16	Rekombinant	FU.1	#G1CE63	VOI
XBB.1.16	Rekombinant	FU.2	#G1CE63	VOI
XBB.1.16	Rekombinant	FU.2.1	#G1CE63	VOI
XBB.1.16	Rekombinant	FU.3	#G1CE63	VOI
XBB.1.16	Rekombinant	FU.3.1	#G1CE63	VOI
XBB.1.16	Rekombinant	FU.4	#G1CE63	VOI
XBB.1.16	Rekombinant	FU.5	#G1CE63	VOI
XBB.1.16	Rekombinant	GY.1	#G1CE63	VOI
XBB.1.16	Rekombinant	GY.2	#G1CE63	VOI
XBB.1.16	Rekombinant	GY.2.1	#G1CE63	VOI
XBB.1.16	Rekombinant	GY.3	#G1CE63	VOI
XBB.1.16	Rekombinant	GY.4	#G1CE63	VOI
XBB.1.16	Rekombinant	GY.5	#G1CE63	VOI
XBB.1.16	Rekombinant	GY.6	#G1CE63	VOI
XBB.1.16	Rekombinant	GY.7	#G1CE63	VOI
XBB.1.16	Rekombinant	GY.8	#G1CE63	VOI
XBB.1.16	Rekombinant	HF.1	#G1CE63	VOI
XBB.1.16	Rekombinant	HF.1.1	#G1CE63	VOI
XBB.1.16	Rekombinant	HF.1.2	#G1CE63	VOI
XBB.1.16	Rekombinant	JF.1	#G1CE63	VOI
XBB.1.16	Rekombinant	JF.2	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.1	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.10	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.11	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.12	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.13	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.14	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.15	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.16	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.17	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.18	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.19	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.2	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.20	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.21	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.22	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.23	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.24	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.3	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.4	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.5	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.6	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.7	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.8	#G1CE63	VOI
XBB.1.16	Rekombinant	XBB.1.16.9	#G1CE63	VOI
EG.5	Rekombinant	EG.5	#F1CR32	VOI
EG.5	Rekombinant	EG.5.1	#F1CR32	VOI
EG.5	Rekombinant	EG.5.1.1	#F1CR32	VOI
EG.5	Rekombinant	EG.5.1.2	#F1CR32	VOI
EG.5	Rekombinant	EG.5.1.3	#F1CR32	VOI
EG.5	Rekombinant	EG.5.1.4	#F1CR32	VOI
EG.5	Rekombinant	EG.5.1.5	#F1CR32	VOI
EG.5	Rekombinant	EG.5.1.6	#F1CR32	VOI
EG.5	Rekombinant	EG.5.1.7	#F1CR32	VOI
EG.5	Rekombinant	EG.5.2	#F1CR32	VOI
EG.5	Rekombinant	EG.5.2.1	#F1CR32	VOI
EG.5	Rekombinant	EG.5.2.2	#F1CR32	VOI
EG.5	Rekombinant	EG.5.2.3	#F1CR32	VOI
EG.5	Rekombinant	HK.1	#F1CR32	VOI
EG.5	Rekombinant	HK.11	#F1CR32	VOI
EG.5	Rekombinant	HK.2	#F1CR32	VOI
EG.5	Rekombinant	HK.3	#F1CR32	VOI
EG.5	Rekombinant	HK.3.1	#F1CR32	VOI
EG.5	Rekombinant	HK.4	#F1CR32	VOI
EG.5	Rekombinant	HK.5	#F1CR32	VOI
EG.5	Rekombinant	HK.6	#F1CR32	VOI
EG.5	Rekombinant	HK.7	#F1CR32	VOI
EG.5	Rekombinant	HK.8	#F1CR32	VOI
EG.5	Rekombinant	HK.9	#F1CR32	VOI
EG.5	Rekombinant	HV.1	#F1CR32	VOI
EG.5	Rekombinant	JG.1	#F1CR32	VOI
EG.5	Rekombinant	JG.2	#F1CR32	VOI
EG.5	Rekombinant	JJ.1	#F1CR32	VOI
