LINEAGE	WHO_LABEL	CONTRIBUTING_LINEAGES	COLOR	variant_category
BA.5	Omikron	BF.7.14.4	#F1CE67	VOC
BA.5	Omikron	BF.7.14.5	#F1CE67	VOC
BA.5	Omikron	BF.7.14.6	#F1CE67	VOC
BA.5	Omikron	BF.7.14.7	#F1CE67	VOC
BA.5	Omikron	BF.7.15	#F1CE67	VOC
BA.5	Omikron	BF.7.16	#F1CE67	VOC
BA.5	Omikron	BF.7.16.1	#F1CE67	VOC
BA.5	Omikron	BF.7.17	#F1CE67	VOC
BA.5	Omikron	BF.7.18	#F1CE67	VOC
BA.5	Omikron	BF.7.19	#F1CE67	VOC
BA.5	Omikron	BF.7.19.1	#F1CE67	VOC
BA.5	Omikron	BF.7.2	#F1CE67	VOC
BA.5	Omikron	BF.7.20	#F1CE67	VOC
BA.5	Omikron	BF.7.21	#F1CE67	VOC
BA.5	Omikron	BF.7.22	#F1CE67	VOC
BA.5	Omikron	BF.7.23	#F1CE67	VOC
BA.5	Omikron	BF.7.24	#F1CE67	VOC
BA.5	Omikron	BF.7.26	#F1CE67	VOC
BA.5	Omikron	BF.7.27	#F1CE67	VOC
BA.5	Omikron	BF.7.3	#F1CE67	VOC
BA.5	Omikron	BF.7.4	#F1CE67	VOC
BA.5	Omikron	BF.7.4.1	#F1CE67	VOC
BA.5	Omikron	BF.7.4.2	#F1CE67	VOC
BA.5	Omikron	BF.7.4.3	#F1CE67	VOC
BA.5	Omikron	BF.7.5	#F1CE67	VOC
BA.5	Omikron	BF.7.5.1	#F1CE67	VOC
BA.5	Omikron	BF.7.6	#F1CE67	VOC
BA.5	Omikron	BF.7.7	#F1CE67	VOC
BA.5	Omikron	BF.7.8	#F1CE67	VOC
BA.5	Omikron	BF.7.9	#F1CE67	VOC
BA.5	Omikron	BF.8	#F1CE67	VOC
BA.5	Omikron	BF.9	#F1CE67	VOC
BA.5	Omikron	BK.1	#F1CE67	VOC
BA.5	Omikron	BQ.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.10	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.11	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.12	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.13	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.14	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.15	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.16	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.17	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.18	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.19	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.2	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.20	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.21	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.22	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.23	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.24	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.25	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.26	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.27	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.28	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.29	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.3	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.30	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.31	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.32	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.34	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.35	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.36	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.37	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.38	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.39	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.4	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.40	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.41	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.42	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.43	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.44	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.45	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.46	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.47	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.48	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.49	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.5	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.50	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.51	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.52	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.53	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.54	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.55	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.56	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.57	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.58	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.59	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.6	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.60	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.61	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.62	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.63	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.64	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.65	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.66	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.67	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.68	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.69	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.7	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.70	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.71	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.72	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.73	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.74	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.75	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.76	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.77	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.78	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.79	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.8	#F1CE67	VOC
BA.5	Omikron	BQ.1.1.9	#F1CE67	VOC
BA.5	Omikron	BQ.1.10	#F1CE67	VOC
BA.5	Omikron	BQ.1.10.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.10.2	#F1CE67	VOC
BA.5	Omikron	BQ.1.10.3	#F1CE67	VOC
BA.5	Omikron	BQ.1.11	#F1CE67	VOC
BA.5	Omikron	BQ.1.11.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.12	#F1CE67	VOC
BA.5	Omikron	BQ.1.13	#F1CE67	VOC
BA.5	Omikron	BQ.1.13.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.14	#F1CE67	VOC
BA.5	Omikron	BQ.1.15	#F1CE67	VOC
BA.5	Omikron	BQ.1.15.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.15.2	#F1CE67	VOC
BA.5	Omikron	BQ.1.16	#F1CE67	VOC
BA.5	Omikron	BQ.1.17	#F1CE67	VOC
BA.5	Omikron	BQ.1.18	#F1CE67	VOC
BA.5	Omikron	BQ.1.19	#F1CE67	VOC
BA.5	Omikron	BQ.1.2	#F1CE67	VOC
BA.5	Omikron	BQ.1.2.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.2.2	#F1CE67	VOC
BA.5	Omikron	BQ.1.2.3	#F1CE67	VOC
BA.5	Omikron	BQ.1.20	#F1CE67	VOC
BA.5	Omikron	BQ.1.21	#F1CE67	VOC
BA.5	Omikron	BQ.1.22	#F1CE67	VOC
BA.5	Omikron	BQ.1.23	#F1CE67	VOC
BA.5	Omikron	BQ.1.24	#F1CE67	VOC
BA.5	Omikron	BQ.1.25	#F1CE67	VOC
BA.5	Omikron	BQ.1.25.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.26	#F1CE67	VOC
BA.5	Omikron	BQ.1.26.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.26.2	#F1CE67	VOC
BA.5	Omikron	BQ.1.27	#F1CE67	VOC
BA.5	Omikron	BQ.1.28	#F1CE67	VOC
BA.5	Omikron	BQ.1.29	#F1CE67	VOC
BA.5	Omikron	BQ.1.3	#F1CE67	VOC
BA.5	Omikron	BQ.1.3.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.3.2	#F1CE67	VOC
BA.5	Omikron	BQ.1.30	#F1CE67	VOC
BA.5	Omikron	BQ.1.31	#F1CE67	VOC
BA.5	Omikron	BQ.1.32	#F1CE67	VOC
BA.5	Omikron	BQ.1.33	#F1CE67	VOC
BA.5	Omikron	BQ.1.4	#F1CE67	VOC
BA.5	Omikron	BQ.1.5	#F1CE67	VOC
BA.5	Omikron	BQ.1.6	#F1CE67	VOC
BA.5	Omikron	BQ.1.7	#F1CE67	VOC
BA.5	Omikron	BQ.1.8	#F1CE67	VOC
BA.5	Omikron	BQ.1.8.1	#F1CE67	VOC
BA.5	Omikron	BQ.1.8.2	#F1CE67	VOC
BA.5	Omikron	BQ.1.9	#F1CE67	VOC
BA.5	Omikron	BQ.2	#F1CE67	VOC
BA.5	Omikron	BT.1	#F1CE67	VOC
BA.5	Omikron	BT.2	#F1CE67	VOC
BA.5	Omikron	BU.1	#F1CE67	VOC
BA.5	Omikron	BU.2	#F1CE67	VOC
BA.5	Omikron	BU.3	#F1CE67	VOC
BA.5	Omikron	BV.1	#F1CE67	VOC
BA.5	Omikron	BV.2	#F1CE67	VOC
BA.5	Omikron	BW.1	#F1CE67	VOC
BA.5	Omikron	BW.1.1	#F1CE67	VOC
BA.5	Omikron	BW.1.1.1	#F1CE67	VOC
BA.5	Omikron	BW.1.1.2	#F1CE67	VOC
BA.5	Omikron	BW.1.2	#F1CE67	VOC
BA.5	Omikron	BZ.1	#F1CE67	VOC
BA.5	Omikron	BZ.2	#F1CE67	VOC
BA.5	Omikron	CC.1	#F1CE67	VOC
BA.5	Omikron	CD.1	#F1CE67	VOC
BA.5	Omikron	CD.2	#F1CE67	VOC
BA.5	Omikron	CE.1	#F1CE67	VOC
BA.5	Omikron	CF.1	#F1CE67	VOC
BA.5	Omikron	CG.1	#F1CE67	VOC
BA.5	Omikron	CK.1	#F1CE67	VOC
BA.5	Omikron	CK.1.1	#F1CE67	VOC
BA.5	Omikron	CK.1.1.1	#F1CE67	VOC
BA.5	Omikron	CK.1.2	#F1CE67	VOC
BA.5	Omikron	CK.1.3	#F1CE67	VOC
BA.5	Omikron	CK.1.4	#F1CE67	VOC
BA.5	Omikron	CK.1.5	#F1CE67	VOC
BA.5	Omikron	CK.2	#F1CE67	VOC
BA.5	Omikron	CK.2.1	#F1CE67	VOC
BA.5	Omikron	CK.2.1.1	#F1CE67	VOC
BA.5	Omikron	CK.3	#F1CE67	VOC
BA.5	Omikron	CL.1	#F1CE67	VOC
BA.5	Omikron	CL.1.1	#F1CE67	VOC
BA.5	Omikron	CL.1.2	#F1CE67	VOC
BA.5	Omikron	CL.1.3	#F1CE67	VOC
BA.5	Omikron	CN.1	#F1CE67	VOC
BA.5	Omikron	CN.2	#F1CE67	VOC
BA.5	Omikron	CP.1	#F1CE67	VOC
BA.5	Omikron	CP.1.1	#F1CE67	VOC
BA.5	Omikron	CP.1.2	#F1CE67	VOC
BA.5	Omikron	CP.1.3	#F1CE67	VOC
BA.5	Omikron	CP.2	#F1CE67	VOC
BA.5	Omikron	CP.3	#F1CE67	VOC
BA.5	Omikron	CP.4	#F1CE67	VOC
BA.5	Omikron	CP.5	#F1CE67	VOC
BA.5	Omikron	CP.6	#F1CE67	VOC
BA.5	Omikron	CP.7	#F1CE67	VOC
BA.5	Omikron	CP.8	#F1CE67	VOC
BA.5	Omikron	CP.8.1	#F1CE67	VOC
BA.5	Omikron	CQ.1	#F1CE67	VOC
BA.5	Omikron	CQ.1.1	#F1CE67	VOC
BA.5	Omikron	CQ.2	#F1CE67	VOC
BA.5	Omikron	CR.1	#F1CE67	VOC
BA.5	Omikron	CR.1.1	#F1CE67	VOC
BA.5	Omikron	CR.1.2	#F1CE67	VOC
BA.5	Omikron	CR.1.3	#F1CE67	VOC
BA.5	Omikron	CR.2	#F1CE67	VOC
BA.5	Omikron	CT.1	#F1CE67	VOC
BA.5	Omikron	CU.1	#F1CE67	VOC
BA.5	Omikron	CW.1	#F1CE67	VOC
BA.5	Omikron	CY.1	#F1CE67	VOC
BA.5	Omikron	CY.2	#F1CE67	VOC
BA.5	Omikron	CZ.1	#F1CE67	VOC
BA.5	Omikron	CZ.2	#F1CE67	VOC
BA.5	Omikron	DA.1	#F1CE67	VOC
BA.5	Omikron	DB.1	#F1CE67	VOC
BA.5	Omikron	DB.2	#F1CE67	VOC
BA.5	Omikron	DB.3	#F1CE67	VOC
BA.5	Omikron	DE.1	#F1CE67	VOC
BA.5	Omikron	DE.2	#F1CE67	VOC
BA.5	Omikron	DF.1	#F1CE67	VOC
BA.5	Omikron	DF.1.1	#F1CE67	VOC
BA.5	Omikron	DG.1	#F1CE67	VOC
BA.5	Omikron	DH.1	#F1CE67	VOC
BA.5	Omikron	DJ.1	#F1CE67	VOC
BA.5	Omikron	DJ.1.1	#F1CE67	VOC
BA.5	Omikron	DJ.1.1.1	#F1CE67	VOC
BA.5	Omikron	DJ.1.2	#F1CE67	VOC
BA.5	Omikron	DJ.1.3	#F1CE67	VOC
BA.5	Omikron	DK.1	#F1CE67	VOC
BA.5	Omikron	DL.1	#F1CE67	VOC
BA.5	Omikron	DM.1	#F1CE67	VOC
BA.5	Omikron	DN.1	#F1CE67	VOC
BA.5	Omikron	DN.1.1	#F1CE67	VOC
BA.5	Omikron	DN.1.1.1	#F1CE67	VOC
BA.5	Omikron	DN.1.1.2	#F1CE67	VOC
BA.5	Omikron	DN.1.1.3	#F1CE67	VOC
BA.5	Omikron	DN.1.1.4	#F1CE67	VOC
BA.5	Omikron	DN.2	#F1CE67	VOC
BA.5	Omikron	DN.3	#F1CE67	VOC
BA.5	Omikron	DN.3.1	#F1CE67	VOC
BA.5	Omikron	DP.1	#F1CE67	VOC
BA.5	Omikron	DQ.1	#F1CE67	VOC
BA.5	Omikron	DR.1	#F1CE67	VOC
BA.5	Omikron	DR.2	#F1CE67	VOC
BA.5	Omikron	DT.1	#F1CE67	VOC
BA.5	Omikron	DT.2	#F1CE67	VOC
BA.5	Omikron	DT.3	#F1CE67	VOC
BA.5	Omikron	DU.1	#F1CE67	VOC
BA.5	Omikron	DW.1	#F1CE67	VOC
BA.5	Omikron	DY.1	#F1CE67	VOC
BA.5	Omikron	DY.1.1	#F1CE67	VOC
BA.5	Omikron	DY.2	#F1CE67	VOC
BA.5	Omikron	DY.3	#F1CE67	VOC
BA.5	Omikron	DY.4	#F1CE67	VOC
BA.5	Omikron	DZ.1	#F1CE67	VOC
BA.5	Omikron	DZ.2	#F1CE67	VOC
BA.5	Omikron	EA.1	#F1CE67	VOC
BA.5	Omikron	EA.2	#F1CE67	VOC
BA.5	Omikron	EB.1	#F1CE67	VOC
BA.5	Omikron	EC.1	#F1CE67	VOC
BA.5	Omikron	EC.1.1	#F1CE67	VOC
BA.5	Omikron	ED.1	#F1CE67	VOC
BA.5	Omikron	ED.2	#F1CE67	VOC
BA.5	Omikron	ED.3	#F1CE67	VOC
BA.5	Omikron	EE.1	#F1CE67	VOC
BA.5	Omikron	EE.2	#F1CE67	VOC
BA.5	Omikron	EE.3	#F1CE67	VOC
BA.5	Omikron	EE.4	#F1CE67	VOC
BA.5	Omikron	EE.5	#F1CE67	VOC
BA.5	Omikron	EF.1	#F1CE67	VOC
BA.5	Omikron	EF.1.1	#F1CE67	VOC
BA.5	Omikron	EF.1.1.1	#F1CE67	VOC
BA.5	Omikron	EF.1.2	#F1CE67	VOC
BA.5	Omikron	EF.1.3	#F1CE67	VOC
BA.5	Omikron	EF.2	#F1CE67	VOC
BA.5	Omikron	EH.1	#F1CE67	VOC
BA.5	Omikron	EN.1	#F1CE67	VOC
BA.5	Omikron	EN.1.1	#F1CE67	VOC
BA.5	Omikron	EQ.1	#F1CE67	VOC
BA.5	Omikron	ER.1	#F1CE67	VOC
BA.5	Omikron	ER.1.1	#F1CE67	VOC
BA.5	Omikron	ES.1	#F1CE67	VOC
BA.5	Omikron	ET.1	#F1CE67	VOC
BA.5	Omikron	EV.1	#F1CE67	VOC
BA.5	Omikron	EW.1	#F1CE67	VOC
BA.5	Omikron	EW.2	#F1CE67	VOC
BA.5	Omikron	EW.3	#F1CE67	VOC
BA.5	Omikron	EY.1	#F1CE67	VOC
BA.5	Omikron	EZ.1	#F1CE67	VOC
BA.5	Omikron	FA.1	#F1CE67	VOC
BA.5	Omikron	FA.2	#F1CE67	VOC
BA.5	Omikron	FB.1	#F1CE67	VOC
BA.5	Omikron	FB.2	#F1CE67	VOC
BA.5	Omikron	FC.1	#F1CE67	VOC
BA.5	Omikron	FF.1	#F1CE67	VOC
BA.5	Omikron	FM.1	#F1CE67	VOC
BA.5	Omikron	FM.2	#F1CE67	VOC
BA.5	Omikron	FN.1	#F1CE67	VOC
BA.5	Omikron	FQ.1	#F1CE67	VOC
BA.5	Omikron	JH.1	#F1CE67	VOC
BA.5	Omikron	JH.2	#F1CE67	VOC
X	Rekombinant	EG.1	#F1CE50	VOC
X	Rekombinant	EG.1.1	#F1CE50	VOC
X	Rekombinant	EG.1.2	#F1CE50	VOC
X	Rekombinant	EG.1.3	#F1CE50	VOC
X	Rekombinant	EG.1.4	#F1CE50	VOC
X	Rekombinant	EG.1.4.1	#F1CE50	VOC
X	Rekombinant	EG.1.5	#F1CE50	VOC
X	Rekombinant	EG.1.6	#F1CE50	VOC
X	Rekombinant	EG.1.7	#F1CE50	VOC
X	Rekombinant	EG.1.8	#F1CE50	VOC
X	Rekombinant	EG.10	#F1CE50	VOC
X	Rekombinant	EG.10.1	#F1CE50	VOC
X	Rekombinant	EG.11	#F1CE50	VOC
X	Rekombinant	EG.12	#F1CE50	VOC
X	Rekombinant	EG.13	#F1CE50	VOC
X	Rekombinant	EG.2	#F1CE50	VOC
X	Rekombinant	EG.2.1	#F1CE50	VOC
X	Rekombinant	EG.2.2	#F1CE50	VOC
X	Rekombinant	EG.2.3	#F1CE50	VOC
X	Rekombinant	EG.2.4	#F1CE50	VOC
X	Rekombinant	EG.2.5	#F1CE50	VOC
X	Rekombinant	EG.3	#F1CE50	VOC
X	Rekombinant	EG.4	#F1CE50	VOC
X	Rekombinant	EG.4.1	#F1CE50	VOC
X	Rekombinant	EG.4.2	#F1CE50	VOC
X	Rekombinant	EG.4.3	#F1CE50	VOC
X	Rekombinant	EG.4.4	#F1CE50	VOC
X	Rekombinant	EG.5	#F1CE50	VOC
X	Rekombinant	EG.5.1	#F1CE50	VOC
X	Rekombinant	EG.5.1.1	#F1CE50	VOC
X	Rekombinant	EG.5.1.2	#F1CE50	VOC
X	Rekombinant	EG.5.1.3	#F1CE50	VOC
X	Rekombinant	EG.5.1.4	#F1CE50	VOC
X	Rekombinant	EG.5.1.5	#F1CE50	VOC
X	Rekombinant	EG.5.1.6	#F1CE50	VOC
X	Rekombinant	EG.5.1.7	#F1CE50	VOC
X	Rekombinant	EG.5.2	#F1CE50	VOC
X	Rekombinant	EG.5.2.1	#F1CE50	VOC
X	Rekombinant	EG.5.2.2	#F1CE50	VOC
X	Rekombinant	EG.5.2.3	#F1CE50	VOC
X	Rekombinant	EG.6	#F1CE50	VOC
X	Rekombinant	EG.6.1	#F1CE50	VOC
X	Rekombinant	EG.6.1.1	#F1CE50	VOC
X	Rekombinant	EG.7	#F1CE50	VOC
X	Rekombinant	EG.8	#F1CE50	VOC
X	Rekombinant	EG.9	#F1CE50	VOC
X	Rekombinant	EG.9.1	#F1CE50	VOC
X	Rekombinant	EK.1	#F1CE50	VOC
X	Rekombinant	EK.2	#F1CE50	VOC
X	Rekombinant	EK.2.1	#F1CE50	VOC
X	Rekombinant	EK.3	#F1CE50	VOC
X	Rekombinant	EK.4	#F1CE50	VOC
X	Rekombinant	EL.1	#F1CE50	VOC
X	Rekombinant	EM.1	#F1CE50	VOC
X	Rekombinant	EU.1	#F1CE50	VOC
X	Rekombinant	EU.1.1	#F1CE50	VOC
X	Rekombinant	EU.1.1.1	#F1CE50	VOC
X	Rekombinant	EU.1.1.2	#F1CE50	VOC
X	Rekombinant	EU.1.1.3	#F1CE50	VOC
X	Rekombinant	FD.1	#F1CE50	VOC
X	Rekombinant	FD.1.1	#F1CE50	VOC
X	Rekombinant	FD.2	#F1CE50	VOC
X	Rekombinant	FD.2.1	#F1CE50	VOC
X	Rekombinant	FD.3	#F1CE50	VOC
X	Rekombinant	FD.4	#F1CE50	VOC
X	Rekombinant	FD.4.1	#F1CE50	VOC
X	Rekombinant	FE.1	#F1CE50	VOC
X	Rekombinant	FE.1.1	#F1CE50	VOC
X	Rekombinant	FE.1.1.1	#F1CE50	VOC
X	Rekombinant	FE.1.1.2	#F1CE50	VOC
X	Rekombinant	FE.1.1.3	#F1CE50	VOC
X	Rekombinant	FE.1.1.4	#F1CE50	VOC
X	Rekombinant	FE.1.2	#F1CE50	VOC
X	Rekombinant	FG.1	#F1CE50	VOC
X	Rekombinant	FG.2	#F1CE50	VOC
X	Rekombinant	FG.3	#F1CE50	VOC
X	Rekombinant	FH.1	#F1CE50	VOC
X	Rekombinant	FL.1	#F1CE50	VOC
X	Rekombinant	FL.1.1	#F1CE50	VOC
X	Rekombinant	FL.1.1.1	#F1CE50	VOC
X	Rekombinant	FL.1.2	#F1CE50	VOC
X	Rekombinant	FL.1.3	#F1CE50	VOC
X	Rekombinant	FL.1.4	#F1CE50	VOC
X	Rekombinant	FL.1.5	#F1CE50	VOC
X	Rekombinant	FL.1.5.1	#F1CE50	VOC
X	Rekombinant	FL.1.5.2	#F1CE50	VOC
X	Rekombinant	FL.1.6	#F1CE50	VOC
X	Rekombinant	FL.1.7	#F1CE50	VOC
X	Rekombinant	FL.10	#F1CE50	VOC
X	Rekombinant	FL.10.1	#F1CE50	VOC
X	Rekombinant	FL.10.2	#F1CE50	VOC
X	Rekombinant	FL.11	#F1CE50	VOC
X	Rekombinant	FL.12	#F1CE50	VOC
X	Rekombinant	FL.13	#F1CE50	VOC
X	Rekombinant	FL.13.1	#F1CE50	VOC
X	Rekombinant	FL.13.2	#F1CE50	VOC
X	Rekombinant	FL.13.3	#F1CE50	VOC
X	Rekombinant	FL.13.3.1	#F1CE50	VOC
X	Rekombinant	FL.14	#F1CE50	VOC
X	Rekombinant	FL.15	#F1CE50	VOC
X	Rekombinant	FL.16	#F1CE50	VOC
X	Rekombinant	FL.17	#F1CE50	VOC
X	Rekombinant	FL.17.1	#F1CE50	VOC
X	Rekombinant	FL.17.2	#F1CE50	VOC
X	Rekombinant	FL.18	#F1CE50	VOC
X	Rekombinant	FL.18.1	#F1CE50	VOC
X	Rekombinant	FL.18.1.1	#F1CE50	VOC
X	Rekombinant	FL.19	#F1CE50	VOC
X	Rekombinant	FL.19.1	#F1CE50	VOC
X	Rekombinant	FL.2	#F1CE50	VOC
X	Rekombinant	FL.2.1	#F1CE50	VOC
X	Rekombinant	FL.2.2	#F1CE50	VOC
X	Rekombinant	FL.2.2.1	#F1CE50	VOC
X	Rekombinant	FL.2.3	#F1CE50	VOC
X	Rekombinant	FL.2.3.1	#F1CE50	VOC
X	Rekombinant	FL.2.4	#F1CE50	VOC
X	Rekombinant	FL.2.5	#F1CE50	VOC
X	Rekombinant	FL.2.6	#F1CE50	VOC
X	Rekombinant	FL.20	#F1CE50	VOC
X	Rekombinant	FL.20.1	#F1CE50	VOC
X	Rekombinant	FL.21	#F1CE50	VOC
X	Rekombinant	FL.21.1	#F1CE50	VOC
X	Rekombinant	FL.21.2	#F1CE50	VOC
X	Rekombinant	FL.22	#F1CE50	VOC
X	Rekombinant	FL.23	#F1CE50	VOC
X	Rekombinant	FL.23.1	#F1CE50	VOC
X	Rekombinant	FL.24	#F1CE50	VOC
X	Rekombinant	FL.25	#F1CE50	VOC
X	Rekombinant	FL.26	#F1CE50	VOC
X	Rekombinant	FL.26.1	#F1CE50	VOC
X	Rekombinant	FL.27	#F1CE50	VOC
X	Rekombinant	FL.28	#F1CE50	VOC
X	Rekombinant	FL.29	#F1CE50	VOC
X	Rekombinant	FL.3	#F1CE50	VOC
X	Rekombinant	FL.3.1	#F1CE50	VOC
X	Rekombinant	FL.3.2	#F1CE50	VOC
X	Rekombinant	FL.3.3	#F1CE50	VOC
X	Rekombinant	FL.3.4	#F1CE50	VOC
X	Rekombinant	FL.30	#F1CE50	VOC
X	Rekombinant	FL.4	#F1CE50	VOC
X	Rekombinant	FL.4.1	#F1CE50	VOC
X	Rekombinant	FL.4.1.1	#F1CE50	VOC
X	Rekombinant	FL.4.10	#F1CE50	VOC
X	Rekombinant	FL.4.2	#F1CE50	VOC
X	Rekombinant	FL.4.3	#F1CE50	VOC
X	Rekombinant	FL.4.4	#F1CE50	VOC
X	Rekombinant	FL.4.5	#F1CE50	VOC
X	Rekombinant	FL.4.6	#F1CE50	VOC
X	Rekombinant	FL.4.7	#F1CE50	VOC
X	Rekombinant	FL.4.8	#F1CE50	VOC
X	Rekombinant	FL.4.9	#F1CE50	VOC
X	Rekombinant	FL.5	#F1CE50	VOC
X	Rekombinant	FL.5.1	#F1CE50	VOC
X	Rekombinant	FL.6	#F1CE50	VOC
X	Rekombinant	FL.7	#F1CE50	VOC
X	Rekombinant	FL.8	#F1CE50	VOC
X	Rekombinant	FL.9	#F1CE50	VOC
X	Rekombinant	FP.1	#F1CE50	VOC
X	Rekombinant	FP.2	#F1CE50	VOC
X	Rekombinant	FP.2.1	#F1CE50	VOC
X	Rekombinant	FP.2.1.1	#F1CE50	VOC
X	Rekombinant	FP.2.1.2	#F1CE50	VOC
X	Rekombinant	FP.3	#F1CE50	VOC
X	Rekombinant	FP.4	#F1CE50	VOC
X	Rekombinant	FT.1	#F1CE50	VOC
X	Rekombinant	FT.2	#F1CE50	VOC
X	Rekombinant	FT.3	#F1CE50	VOC
X	Rekombinant	FT.3.1	#F1CE50	VOC
X	Rekombinant	FT.3.1.1	#F1CE50	VOC
X	Rekombinant	FT.4	#F1CE50	VOC
X	Rekombinant	FU.1	#F1CE50	VOC
X	Rekombinant	FU.2	#F1CE50	VOC
X	Rekombinant	FU.2.1	#F1CE50	VOC
X	Rekombinant	FU.3	#F1CE50	VOC
X	Rekombinant	FU.3.1	#F1CE50	VOC
X	Rekombinant	FU.4	#F1CE50	VOC
X	Rekombinant	FU.5	#F1CE50	VOC
X	Rekombinant	FW.1	#F1CE50	VOC
X	Rekombinant	FW.1.1	#F1CE50	VOC
X	Rekombinant	FW.2	#F1CE50	VOC
X	Rekombinant	FW.3	#F1CE50	VOC
X	Rekombinant	FY.1	#F1CE50	VOC
X	Rekombinant	FY.1.1	#F1CE50	VOC
X	Rekombinant	FY.1.2	#F1CE50	VOC
X	Rekombinant	FY.1.3	#F1CE50	VOC
X	Rekombinant	FY.2	#F1CE50	VOC
X	Rekombinant	FY.2.1	#F1CE50	VOC
X	Rekombinant	FY.3	#F1CE50	VOC
